CATEGORY	TOKENS	NUM_WORDS	NUM_CAPITALS	NUM_PUNCTUATIONS
b	FOREX-Euro struggles near 1-yr low on weak German data , Draghi 's comments	13	8	4
b	Yellen : No Need to Change Policy Over Instability	9	7	1
b	Caribbean competition drags down Carnival 's profit forecast	8	2	1
b	INTERVIEW-Target 's interim CEO says he does not want job permanently	11	13	2
e	Kourtney Kardashian Pregnant With Third Child With Scott Disick ( REPORT )	12	15	2
t	Facebook button lets you ask about friends ' relationship status	10	1	1
b	PokerStars Sells Itself for a Pittance in a Play for US Gamblers	12	9	0
b	Kocherlakota Says New Fed Guidance Fosters Policy Uncertainty	8	8	0
e	NBC Wins Prime-Time Television Ratings for First Time in Decade	10	11	1
b	Libya Reopening Two Oil Ports After Taking Control From Rebels	10	10	0
b	RPT-Comcast to face trio of critics at congressional merger hearing	10	4	1
t	Google 's Connected Eyewear Glass Unit Names Ivy Ross as Leader	11	9	1
b	GRAINS-Corn slips ahead of USDA data ; wheat , soy steady	11	11	3
b	Williams Seeks Control of Access Midstream for $ 3 Billion	10	6	1
t	HTC debuts flagship smartphone in race against Samsung	8	4	0
b	BNP Replaces Top Compliance Officer After US Fine	8	11	0
e	'Colbert Report ' Asian Joke On Twitter Leads To # CancelColbert	11	10	3
b	Dollar steady after US jobs data , euro wary of ECB stimulus	12	6	1
b	EU 's energy chief says confident gas supply commitments will be met	12	2	1
e	A rather PLANE outfit Kim ! Kardashian is surprisingly conservative in black ...	13	8	4
e	Monday Mash-Up : Video Victims -- Beyonce and Family	9	7	4
b	WTI , Brent Decline as Flow of Crude Unaffected in Mideast	11	9	1
b	CANADA STOCKS-TSX opens higher after Fed 's supportive comments	9	16	2
e	Russell Crowe movie 'Noah ' set to take world by storm	11	3	2
b	RPT-As giant US IPO nears , Alibaba 's China e-commerce crown slips	12	11	4
b	GM exploring compensation program for recall : lawyer	8	2	1
b	Fitch Affirms Marseille Provence Metropole at ' A+ ' ; Outlook Stable	12	8	4
b	FBI investigates Herbalife amid claims it is a pyramid scheme that unfairly targets ...	14	4	3
e	Meet The Latinos At The 2014 Coachella Music Festival ( VIDEOS )	12	14	2
e	Kim Kardashian gives virginal white tuxedo gown a VERY racy twist with ...	13	6	3
b	Telus Names Natale CEO as Entwistle to Be Executive Chairman ( 1 )	13	10	2
b	Oracle says new software sales rose 4 percent in third quarter	11	1	0
b	Draghi Says Rates to Stay Low as ECB Prepares New Loans	11	11	0
e	'Kiefer Sutherland is the most unprofessional dude in the world ' : Freddie Prinze ...	15	4	6
b	GLOBAL MARKETS-Yellen comments boost US stocks ; gold falls	9	16	2
e	It 's okay Bruce , this daughter is covered up ! Tallulah Willis keeps low profile after ...	18	4	6
b	DETROIT ( AP ) — US auto sales went out like a lion in March .	16	12	3
b	PRECIOUS-Gold rises on concern over Ukraine crisis , Chinese growth	10	11	2
t	GM Hit With Wrongful Death Lawsuit	6	7	0
e	Kylie Jenner Wears Cut-Out Bikini At Versace Mansion	8	9	1
t	We 'll find alien life in 20 years – but it 'll probably be outside our solar system ...	19	1	5
e	What Happens When 20 Strangers Are Paired Off And Asked To Kiss ? Magic	14	12	1
m	Could a SMELL test diagnose Alzheimer 's ? Inability to detect odours indicates ...	14	8	5
e	Kim Kardashian Wears A Leather Dress While Sightseeing In Paris	10	10	0
e	Nobody Knows star Kevin Sharp passes away due to surgery complications	11	4	0
t	UPDATE 6-Toyota 's $ 1.2 bln settlement may be model for US probe into GM	15	11	4
b	Facebook 's Mark Zuckerberg earned $ 3.3billion in 2013 by selling stock options	13	3	3
b	Bulgarian Stocks Gain Most in World on First Investment Bank Aid	11	9	0
b	BNP to suspend some US dollar-clearing for one year : NY regulator	12	7	2
t	Toyota $ 1.2 Billion Deal Approved as Judge Says Fraud Kills ( 2 )	14	8	4
b	German Services Output Weakens as Factories Sustain Strength	8	7	0
b	New Neutral Looms for Yellen-Carney Even When Stimulus Ends ( 2 )	12	9	3
t	Twitter to Start Selling Mobile-App Promotions to Facebook-Sized Audiences	9	9	2
t	Comcast Goes to Washington ... and Flops	7	4	3
t	Why Elon Musk Just Opened Tesla 's Patents to His Biggest Rivals	12	10	1
b	The Pillow Book of Tim Geithner	6	5	0
b	Investors Cheer , US Jeers at Tax-Driven Deals : Real M & A	13	11	4
m	Teen Suicide Attempts Rise as Warning Cuts Medicine Use	9	8	0
b	GRAINS-Soy dives on chart selling , bearish view of world supplies	11	7	2
t	Drudge Report : ' U.S . President Bows To Japanese Robot '	12	9	5
b	CANADA STOCKS-TSX ends higher on US data , Fed comments	10	18	2
e	Taylor Swift beats Beyonce and Justin Timberlake to top list of music 's biggest ...	15	5	4
e	Adam Richman 's New Show Pulled By Travel Channel After Angry Instagram ...	13	11	4
t	UPDATE 4-GM prepares to recall some Cruze sedans with Takata air bags	12	10	1
b	Target names new head of troubled Canadian operations	8	2	0
m	Amanda Holden taking part in campaign to highlight dementia sufferers	10	2	0
m	A Balm In Gilead	4	4	0
b	Oil Drops as Iraq Violence Seen Sparing Crude Supplies	9	8	0
t	UPDATE 6-CEO Barra calls GM 's actions on deadly defect 'unacceptable '	12	12	4
b	Euro Bears Detect Vindication as Futures Show Shift : Currencies	10	8	1
b	FOREX-Dollar up on US rate speculation after Yellen comments	9	9	1
b	EU approves Telefonica 's takeover of KPN German unit	9	7	1
b	RPT-Fitch Revises Outlooks on 8 Japanese Insurers , Aflac to Negative	11	10	2
m	West Africa Ebola outbreak still spreading , `` situation serious '' -WHO	12	6	4
b	FOREX-Euro steadies after ECB officials clarify monetary policy stance	9	9	1
e	Marvel 's Guardians of the Galaxy Test : Making Star-Lord Into an Actual Movie Star	15	11	3
e	Watch The First 'True Blood ' Season 7 Teaser Trailer	10	8	2
e	UPDATE 1-Netflix makes deals to appear on first US cable boxes	11	9	1
m	Texas Medicaid holds off on proposed limits for Gilead hepatitis drug	11	3	0
e	'Spider-Man ' On-Screen Heroics Tempered at Ticket Windows ( 1 )	11	8	6
t	FCC Chairman Backtracks—a Little—on Net Neutrality Rules	7	9	0
b	US Stock-Index Futures Gain Before Fed as Twitter Jumps	9	10	1
e	The Duchess of Cambridge and the new curly hairstyle that unravelled in the ...	14	3	3
b	What It 's Like To Use Amazon 's New Phone	10	8	2
b	Mt . Gox Lawsuit Judge Loosens Bitcoin Freeze to Chase Assets ( 2 )	14	9	3
b	Iran builds life-size replica of nuclear-powered U.S. Nimitz-class aircraft carrier ...	11	4	8
b	GRAINS-US corn , soybean futures fall on expected strong harvest	10	8	2
b	Sprint agrees to pay about $ 40/shr to buy T-Mobile : source	12	3	4
b	Where Your Favorite Fast-Food Chains Began	6	7	1
b	UPDATE 2-US warns China its currency is still undervalued	9	9	1
b	Treasury Volatility Jumps Most in Two Months Before ECB , Jobs	11	11	1
b	Flipkart to Buy Myntra to Widen Lead Over Amazon in India ( 1 )	14	8	2
b	Antonio Saba via Getty Images	5	4	0
t	Charter Weighs Consequences of Time Warner Cable Bidding War ( 1 )	12	8	2
t	Alibaba Said Likely to Sell More IPO Stock as Yahoo Retreats	11	11	0
m	Nature journal retracts stem cell paper citing 'critical errors '	10	1	2
e	'As long as I am alive , any book purporting to be with my cooperation is a ...	18	2	5
b	Dollar General 's CEO to Retire Amid Industry Merger Pressure	10	10	1
b	AT & T Joins US Pay-TV Overhaul With $ 48.5 Billion DirecTV Deal	13	16	4
m	UPDATE 1-Merck 's grass pollen allergy drug wins US approval	10	9	2
b	RPT-Fiat Chrysler bets on Jeep , Alfa revamp to go global	11	7	2
e	NBC 's Burke Sees End to Drought With Prime-Time Ratings Victory	11	12	2
e	Blake Lively continues her love affair with the Sixties in cleavage-baring mod ...	13	3	4
e	Rosie O'Donnell Is Returning To Co-Host 'The View ' : TMZ	11	13	5
b	FOREX-BOJ 's stance , falling global debt yields support yen	10	8	3
e	Kevin Sharp Dead : Country Music Star Dies At Age 43	11	9	1
b	Cracks Open in Dark Pool Defense With Barclays Lawsuit	9	8	0
e	Chris Martin blasts 'completely untrue ' reports that he had an affair with a TV ...	16	4	5
e	So loyal , the two women he betrayed most : A very eccentric wife and a daughter ...	18	2	5
b	PRECIOUS-Gold down ahead of Fed 's minutes ; palladium near 3-year high	12	10	4
b	UPDATE 1-Microsoft beats Wall Street profit estimate	7	9	1
e	'22 Jump Street ' Beats Out 'How To Train Your Dragon 2 ' In Box-Office Battle	16	13	5
b	Fitch Affirms Accor SA at 'BBB- ' ; Stable Outlook	10	10	4
m	Kindred urges Gentiva shareholders to vote for buyout offer	9	2	0
b	UPDATE 1-Emirates ' 2013 profit soars on higher sales , cheaper fuel	12	7	3
e	Barbara Walters Signs Off 'The View '	7	6	2
b	GLOBAL ECONOMY-Europe , China factory sectors weaken in March ; US stable	12	18	3
b	Fitch : StanChart 's Korea Sales Signal Restructuring Progress	9	8	2
e	Don Draper flounders in Los Angeles as he tries to patch up marriage to Megan ...	16	5	3
b	UPDATE 5-Alibaba revenue accelerates ahead of IPO	7	10	1
t	From IPO To Rental Boyfriends : Everything You Need To Know About China 's ...	15	14	5
e	Netflix To Reboot 'The Magic School Bus '	8	7	2
b	UPDATE 4-Chiquita and Fyffes join to make world 's biggest banana firm	12	8	2
m	Some things to know about the latest research on colon cancer screening .	13	1	1
b	Emirates Signs $ 56 Billion Deal for Boeing 777X Airplanes	10	7	1
b	US STOCKS-S & P 500 nearly flat as investors digest Fed statement	12	11	2
t	Netflix Just Opened the Door to Paying ISPs More Access Fees	11	11	0
b	GLOBAL MARKETS-Gloomy French data hits European shares , Iraq keeps oil high	12	17	2
b	FOREX-Kiwi firm near 3-year high ; greenback awaits Fed minutes	10	7	3
b	US STOCKS-Wall St ends up slightly on M & A ; Iraq closely watched	14	13	3
b	Ex-Goldman director Gupta 's insider trading conviction upheld	8	3	2
e	George Clooney 'was NOT drunk when he called Steve Wynn an a * * hole '	16	7	4
b	IMF Chief Lagarde Under Investigation In French Fraud Case	9	11	0
e	Rapper Andre Johnson , Aka Christ Bearer , Severs Penis And Jumps From ...	14	11	5
e	The 9/11 Museum Dedication -- A Profile of Two Unsung Heroes of 9/11	13	8	4
b	Goldman , Morgan report strong commodity results as rivals exit	10	2	1
m	White House Admits Prison Wo n't Solve The Drug Problem , But Drug War Grinds ...	16	13	5
t	Experimental US hypersonic weapon explodes during flight test	8	3	0
b	CANADA FX DEBT-Canada dollar flat despite higher oil prices	9	13	1
b	UPDATE 2-Bank of America to pay $ 9.3 bln to settle mortgage bond claims	14	8	3
b	Canada Retail Sales Post Surprise Dip From Record on Autos ( 1 )	13	9	2
t	Starbucks Tackles Another Tech Problem With Phone-Charging Mats	8	9	1
b	Maine 's unemployment rate falls to 6.2 percent	8	1	2
e	Harris kept secret stash of child porn images on his computer - with instructions ...	15	1	4
e	Scarlett Johansson Talks Balancing Motherhood And A Career	8	8	0
e	Cannes Film Festival 2014 Most Gorgeous Hair & Makeup Looks	10	8	1
t	UPDATE 2-BlackBerry aims to reverse emerging market slump with budget ...	11	8	4
e	Kim Kardashian And Kanye West 's Wedding Invitation Revealed ?	10	8	2
b	UPDATE 2-Walgreen pulls 2016 forecast pending Alliance Boots decision	9	9	1
b	Online dating website Zoosk files for IPO of up to $ 100 mln	13	5	1
t	Flappy Bird will return : Developer confirms highly addictive game will make a ...	14	3	4
e	Jay Z to bring Made In America music festival to LA	11	7	0
b	Asset manager TIAA-CREF to buy Nuveen Investments - WSJ	9	14	2
b	Greece wants no 3rd bailout , euro zone hopeful but cautious	11	1	1
b	CORRECTED-UPDATE 1-Shire , AbbVie to announce $ 53 bln merger by Friday ...	13	19	7
b	UPDATE 2-Austria signs Russian pipeline deal , hosts rare Putin visit	11	9	2
b	UK 's Labour call for independent inquiry into Pfizer 's AstraZeneca bid	12	6	2
b	TABLE-OECD quarterly GDP forecasts for major economies	7	12	1
b	Schaeuble says ESM ruling vindicates German gov't policies	8	5	1
e	Kim Kardashian sports all-black gym gear as she joins Kanye West for ...	13	4	4
m	Sleep deprived children are more likely to be OBESE	9	6	0
b	Piketty Book on Inequality Has Errors , Financial Times Says	10	8	1
b	Jill Abramson Backs Out Of Brandeis Commencement Ceremony , Will Still ...	12	10	4
b	UPDATE 2-Encana to sell assets in Wyoming natural gas field for $ 1.8 billion	14	8	3
e	Marion Cotillard dazzles in sequin mini dress for Two Days , One Night photo call ...	16	6	4
b	Bullard Predicts Fed Rate Increase in First Quarter of 2015	10	7	0
b	Corn Avalanche Coming as Rain Trumps US Planting Slide	9	9	0
e	He must be over the moon ! Leonardo DiCaprio raises $ 1.5million by auctioning ...	15	4	6
b	Dollar mostly steady before Yellen , up against yen	9	2	1
t	France 's Iliad makes buyout offer for T-Mobile US -WSJ	10	9	3
e	'The Hobbit , ' 'Batman v Superman ' take center stage at Comic Con	14	6	5
t	Charter Said to Near Deal for Divested Comcast Subscribers ( 1 )	12	7	2
t	Twitter 's TweetDeck Resumes Service After Security Breach	8	8	1
m	Not All Dairy Is Created Equal When It Comes To Women 's Bone Health , Study ...	17	14	5
b	S.Africa stocks end lower after volatile session	7	2	1
m	The Startling Link Between Dating Apps And STI Risk	9	11	0
b	Agnellis keen to support Fiat Chrysler going forward : Elkann	10	4	1
m	Detroit suburb to ticket teens and young adults caught swearing downtown	11	1	0
b	RPT-New York 's Lawsky wants senior BNP execs fired in probe -sources	12	9	3
b	GE Said to Refine Jobs , Nuclear Plans in Alstom Deal	11	9	1
e	' I 'm not allowed to cut it ' : Game Of Thrones hunk Kit Harington reveals Jon ...	19	7	7
b	UPDATE 2-Fed 's George wants end to zero rates , does not say when	14	8	3
m	UPDATE 2-As many as one in 68 US kids may have autism -CDC	13	12	2
m	Researchers Find Link Between Chronic Inflammation And Prostate Cancer	9	9	0
b	REFILE-WRAPUP 2-China 's yuan dips in widened band , but scope for big ...	14	13	7
b	UPDATE 3-Oil spills into Lake Michigan from BP refinery	9	11	1
b	UPDATE 2-US lawmakers air concerns over Comcast-Time Warner Cable deal	10	12	2
b	UBS says books 254 million euros against second quarter to settle one German ...	14	4	3
e	David Lynch Does The Most David Lynch Ice Bucket Challenge Ever	11	11	0
e	Incognito Ashton Kutcher walks rescue dogs following his fiancée Mila Kunis ...	12	5	3
b	URGENT-Tyson sees pork production down as much as 4 pct this year	12	7	1
b	BofA pays AIG $ 650 million to settle mortgage disputes	10	5	1
e	The Best of Summer 2014 : 'Dawn of the Planet of the Apes '	14	6	3
b	RPT-UK labs play shrinking role in AstraZeneca drug portfolio	9	7	1
b	UPDATE 3-BES seeks capital as key staff suspended after massive losses	11	9	1
b	Twitter needs legal rep in Turkey to resolve standoff -minister	10	2	1
b	FOREX-Euro at 2-month high , tests ECB 's resolve on currency	11	9	4
m	UPDATE 1-More Americans use cannabis , seek treatment-UN drugs agency	10	10	3
b	UPDATE 3-Holcim , Lafarge agree merger to create cement giant	10	8	2
e	Toni Collette and Marisa Tomei celebrate The Realistic Joneses ' opening night	12	7	1
b	RPT-Fitch Affirms 4 Vietnamese Banks at ' B ' ; Revises Outlook of ACB	14	13	4
e	'The first black man he met he got for Christmas ' : Chris Rock mocks Donald ...	17	5	6
e	10 Reasons Why Don Draper Is Not the Man For You	11	9	0
b	U.S. airlines post their best ratings ever even though more flights were late and ...	15	2	5
b	Spare cash in euro zone falls below 100 billion euro threshold	11	1	0
t	Bardot 's Once-Sexy Lancia Banished to Italy in Fiat Remake	10	8	2
b	WRAPUP 1-China May data shows growth steadying , but more stimulus may be ...	14	8	5
b	Citigroup Fails Fed Stress Test as Goldman , BofA Alter Plans	11	10	1
t	Husband and wife who LOVE their Teslas take out a full page advert in ...	15	6	3
e	Is the 'Human Barbie ' going natural for good ? 'Breatharian ' - who claims she ...	17	4	9
b	UPDATE 3-Japan jobless rate hits 16-yr low , signals spending rebound ahead	12	7	3
m	Pfizer drug doubles time to breast cancer tumor growth in trial	11	1	0
t	Microsoft Wants You To Believe Its Tablet Is n't A Tablet	11	10	1
b	UPDATE 1-Little hope for eight trapped Honduran miners	8	8	1
b	Soybeans Decline as Warm , Wet Weather Boosts US Crops	10	9	1
e	Kanye West reveals struggle of interracial relationship with Kim Kardashian… as ...	12	4	3
e	Animal Welfare Activists Picket Liam Neeson 's Home Over New York City Horse ...	14	12	4
t	Is the Yeti the polar bear 's very old cousin ? DNA analysis of Himalayan hair ...	17	6	5
e	'Transformers ' Shows Worldwide Appeal as China Tops US	9	8	2
t	China 's Alibaba embarks on US IPO journey	8	7	1
b	Barclays sued over 'dark pool ' trading : Bank 's 'systematic fraud ' may have hit ...	17	2	9
b	Fannie Mae , Freddie Mac Shares Fall on Wind-Down Measure	10	9	2
t	UPDATE 1-GM says ignition switch linked to recall made in China	11	9	1
t	Skype Translator Means Never Having To Learn Another Language Again	10	10	0
e	Ariana Grande Announces 'My Everything ' And Teases 'Break Free ' Music Video	13	11	4
t	Motorola Mobility , Samsung Escape EU Fines in Apple Clash ( 1 )	13	9	3
e	How John Travolta made up to Idina Menzel for flubbing her name at the Oscars	15	6	0
e	Mad Men : The Strategy Is My Way	8	7	1
b	UPDATE 2-China c.bank tells banks to quicken mortgage lending-sources	9	7	3
e	First official look at new Superman	6	2	0
b	UPDATE 2-Cash drop in the euro zone adds to impetus for ECB action	13	10	1
m	Decades-old vials of FORGOTTEN smallpox found is in U.S. government storage ...	12	12	6
b	UPDATE 2-Yellen strongly defends easy Fed policies , cites US labor slack	12	10	2
t	Hackers hit PlayStation and Xbox networks for hours and launch bomb scare ...	13	4	3
